tag,country,state,rgo,kind,capacity,state_arable_land
KOR,Korea,YANGHO,sulfur_mine,capped,6,110
KOR,Korea,YANGHO,whaling_station,capped,2,110
KOR,Korea,YANGHO,livestock_ranch,farm,,110
KOR,Korea,YANGHO,cotton_plantation,plantation,,110
KOR,Korea,YANGHO,silk_plantation,plantation,,110
KOR,Korea,YANGHO,tea_plantation,plantation,,110
MEX,Mexico,ARIZONA,iron_mine,capped,21,40
MEX,Mexico,ARIZONA,logging_camp,capped,2,40
MEX,Mexico,ARIZONA,gold_field,discoverable,5,40
MEX,Mexico,ARIZONA,livestock_ranch,farm,,40
MEX,Mexico,ARIZONA,wheat_farm,farm,,40
MEX,Mexico,ARIZONA,cotton_plantation,plantation,,40
MEX,Mexico,BAJA_CALIFORNIA,fishing_wharf,capped,6,20
MEX,Mexico,BAJA_CALIFORNIA,logging_camp,capped,2,20
MEX,Mexico,BAJA_CALIFORNIA,whaling_station,capped,4,20
MEX,Mexico,BAJA_CALIFORNIA,livestock_ranch,farm,,20
MEX,Mexico,BAJA_CALIFORNIA,wheat_farm,farm,,20
MEX,Mexico,BAJA_CALIFORNIA,coffee_plantation,plantation,,20
MEX,Mexico,BAJA_CALIFORNIA,cotton_plantation,plantation,,20
MEX,Mexico,BAJA_CALIFORNIA,tobacco_plantation,plantation,,20
MEX,Mexico,BAJA_CALIFORNIA,vineyard,plantation,,20
MEX,Mexico,BAJIO,iron_mine,capped,23,100
MEX,Mexico,BAJIO,livestock_ranch,farm,,100
MEX,Mexico,BAJIO,banana_plantation,plantation,,100
MEX,Mexico,BAJIO,coffee_plantation,plantation,,100
MEX,Mexico,BAJIO,sugar_plantation,plantation,,100
MEX,Mexico,BAJIO,vineyard,plantation,,100
MEX,Mexico,CALIFORNIA,fishing_wharf,capped,14,300
MEX,Mexico,CALIFORNIA,iron_mine,capped,33,300
MEX,Mexico,CALIFORNIA,logging_camp,capped,45,300
MEX,Mexico,CALIFORNIA,sulfur_mine,capped,40,300
MEX,Mexico,CALIFORNIA,whaling_station,capped,6,300
MEX,Mexico,CALIFORNIA,gold_field,discoverable,12,300
MEX,Mexico,CALIFORNIA,oil_rig,discoverable,80,300
MEX,Mexico,CALIFORNIA,livestock_ranch,farm,,300
MEX,Mexico,CALIFORNIA,wheat_farm,farm,,300
MEX,Mexico,CALIFORNIA,cotton_plantation,plantation,,300
MEX,Mexico,CALIFORNIA,vineyard,plantation,,300
MEX,Mexico,CHIAPAS,fishing_wharf,capped,7,40
MEX,Mexico,CHIAPAS,logging_camp,capped,14,40
MEX,Mexico,CHIAPAS,rubber_plantation,discoverable,24,40
MEX,Mexico,CHIAPAS,livestock_ranch,farm,,40
MEX,Mexico,CHIAPAS,maize_farm,farm,,40
MEX,Mexico,CHIAPAS,coffee_plantation,plantation,,40
MEX,Mexico,CHIAPAS,sugar_plantation,plantation,,40
MEX,Mexico,CHIAPAS,tobacco_plantation,plantation,,40
MEX,Mexico,CHIHUAHUA,lead_mine,capped,18,40
MEX,Mexico,CHIHUAHUA,logging_camp,capped,6,40
MEX,Mexico,CHIHUAHUA,maize_farm,farm,,40
MEX,Mexico,CHIHUAHUA,cotton_plantation,plantation,,40
MEX,Mexico,CHIHUAHUA,dye_plantation,plantation,,40
MEX,Mexico,COLORADO,coal_mine,capped,40,160
MEX,Mexico,COLORADO,logging_camp,capped,9,160
MEX,Mexico,COLORADO,gold_field,discoverable,8,160
MEX,Mexico,COLORADO,oil_rig,discoverable,20,160
MEX,Mexico,COLORADO,livestock_ranch,farm,,160
MEX,Mexico,COLORADO,maize_farm,farm,,160
MEX,Mexico,DURANGO,fishing_wharf,capped,5,60
MEX,Mexico,DURANGO,iron_mine,capped,17,60
MEX,Mexico,DURANGO,logging_camp,capped,4,60
MEX,Mexico,DURANGO,maize_farm,farm,,60
MEX,Mexico,GUERRERO,coal_mine,capped,24,120
MEX,Mexico,GUERRERO,lead_mine,capped,15,120
MEX,Mexico,GUERRERO,gold_field,discoverable,3,120
MEX,Mexico,GUERRERO,rubber_plantation,discoverable,8,120
MEX,Mexico,GUERRERO,livestock_ranch,farm,,120
MEX,Mexico,GUERRERO,banana_plantation,plantation,,120
MEX,Mexico,GUERRERO,coffee_plantation,plantation,,120
MEX,Mexico,GUERRERO,dye_plantation,plantation,,120
MEX,Mexico,GUERRERO,tobacco_plantation,plantation,,120
MEX,Mexico,JALISCO,fishing_wharf,capped,8,80
MEX,Mexico,JALISCO,iron_mine,capped,33,80
MEX,Mexico,JALISCO,rubber_plantation,discoverable,12,80
MEX,Mexico,JALISCO,livestock_ranch,farm,,80
MEX,Mexico,JALISCO,coffee_plantation,plantation,,80
MEX,Mexico,JALISCO,dye_plantation,plantation,,80
MEX,Mexico,JALISCO,sugar_plantation,plantation,,80
MEX,Mexico,JALISCO,tobacco_plantation,plantation,,80
MEX,Mexico,MEXICO,lead_mine,capped,12,160
MEX,Mexico,MEXICO,logging_camp,capped,7,160
MEX,Mexico,MEXICO,rubber_plantation,discoverable,8,160
MEX,Mexico,MEXICO,banana_plantation,plantation,,160
MEX,Mexico,MEXICO,coffee_plantation,plantation,,160
MEX,Mexico,MEXICO,sugar_plantation,plantation,,160
MEX,Mexico,MEXICO,vineyard,plantation,,160
MEX,Mexico,NEVADA,iron_mine,capped,24,40
MEX,Mexico,NEVADA,logging_camp,capped,4,40
MEX,Mexico,NEVADA,gold_field,discoverable,15,40
MEX,Mexico,NEVADA,livestock_ranch,farm,,40
MEX,Mexico,NEW_MEXICO,coal_mine,capped,20,40
MEX,Mexico,NEW_MEXICO,logging_camp,capped,6,40
MEX,Mexico,NEW_MEXICO,livestock_ranch,farm,,40
MEX,Mexico,NEW_MEXICO,wheat_farm,farm,,40
MEX,Mexico,NEW_MEXICO,cotton_plantation,plantation,,40
MEX,Mexico,NEW_MEXICO,vineyard,plantation,,40
MEX,Mexico,OAXACA,coal_mine,capped,24,120
MEX,Mexico,OAXACA,lead_mine,capped,15,120
MEX,Mexico,OAXACA,logging_camp,capped,7,120
MEX,Mexico,OAXACA,gold_field,discoverable,2,120
MEX,Mexico,OAXACA,rubber_plantation,discoverable,6,120
MEX,Mexico,OAXACA,livestock_ranch,farm,,120
MEX,Mexico,OAXACA,banana_plantation,plantation,,120
MEX,Mexico,OAXACA,coffee_plantation,plantation,,120
MEX,Mexico,OAXACA,dye_plantation,plantation,,120
MEX,Mexico,OAXACA,sugar_plantation,plantation,,120
MEX,Mexico,OAXACA,tobacco_plantation,plantation,,120
MEX,Mexico,RIO_GRANDE,oil_rig,discoverable,80,40
MEX,Mexico,RIO_GRANDE,livestock_ranch,farm,,40
MEX,Mexico,RIO_GRANDE,cotton_plantation,plantation,,40
MEX,Mexico,RIO_GRANDE,dye_plantation,plantation,,40
MEX,Mexico,SINALOA,fishing_wharf,capped,5,60
MEX,Mexico,SINALOA,iron_mine,capped,17,60
MEX,Mexico,SINALOA,logging_camp,capped,7,60
MEX,Mexico,SINALOA,maize_farm,farm,,60
MEX,Mexico,SINALOA,opium_plantation,plantation,,60
MEX,Mexico,SONORA,fishing_wharf,capped,7,40
MEX,Mexico,SONORA,iron_mine,capped,27,40
MEX,Mexico,SONORA,logging_camp,capped,4,40
MEX,Mexico,SONORA,gold_field,discoverable,6,40
MEX,Mexico,SONORA,livestock_ranch,farm,,40
MEX,Mexico,SONORA,wheat_farm,farm,,40
MEX,Mexico,SONORA,cotton_plantation,plantation,,40
MEX,Mexico,TEXAS,coal_mine,capped,28,500
MEX,Mexico,TEXAS,fishing_wharf,capped,6,500
MEX,Mexico,TEXAS,logging_camp,capped,7,500
MEX,Mexico,TEXAS,sulfur_mine,capped,36,500
MEX,Mexico,TEXAS,oil_rig,discoverable,100,500
MEX,Mexico,TEXAS,livestock_ranch,farm,,500
MEX,Mexico,TEXAS,maize_farm,farm,,500
MEX,Mexico,TEXAS,cotton_plantation,plantation,,500
MEX,Mexico,TEXAS,sugar_plantation,plantation,,500
MEX,Mexico,TEXAS,vineyard,plantation,,500
MEX,Mexico,UTAH,iron_mine,capped,30,50
MEX,Mexico,UTAH,logging_camp,capped,6,50
MEX,Mexico,UTAH,oil_rig,discoverable,20,50
MEX,Mexico,UTAH,livestock_ranch,farm,,50
MEX,Mexico,UTAH,maize_farm,farm,,50
MEX,Mexico,VERACRUZ,iron_mine,capped,9,160
MEX,Mexico,VERACRUZ,lead_mine,capped,12,160
MEX,Mexico,VERACRUZ,logging_camp,capped,6,160
MEX,Mexico,VERACRUZ,oil_rig,discoverable,40,160
MEX,Mexico,VERACRUZ,rubber_plantation,discoverable,8,160
MEX,Mexico,VERACRUZ,livestock_ranch,farm,,160
MEX,Mexico,VERACRUZ,banana_plantation,plantation,,160
MEX,Mexico,VERACRUZ,coffee_plantation,plantation,,160
MEX,Mexico,VERACRUZ,dye_plantation,plantation,,160
MEX,Mexico,YUCATAN,fishing_wharf,capped,9,80
MEX,Mexico,YUCATAN,logging_camp,capped,18,80
MEX,Mexico,YUCATAN,rubber_plantation,discoverable,16,80
MEX,Mexico,YUCATAN,livestock_ranch,farm,,80
MEX,Mexico,YUCATAN,maize_farm,farm,,80
MEX,Mexico,YUCATAN,coffee_plantation,plantation,,80
MEX,Mexico,YUCATAN,dye_plantation,plantation,,80
MEX,Mexico,YUCATAN,sugar_plantation,plantation,,80
MEX,Mexico,ZACATECAS,iron_mine,capped,23,80
MEX,Mexico,ZACATECAS,gold_field,discoverable,4,80
MEX,Mexico,ZACATECAS,livestock_ranch,farm,,80
MEX,Mexico,ZACATECAS,banana_plantation,plantation,,80
MEX,Mexico,ZACATECAS,coffee_plantation,plantation,,80
MEX,Mexico,ZACATECAS,sugar_plantation,plantation,,80
MEX,Mexico,ZACATECAS,vineyard,plantation,,80
MOR,Morocco,AL_RIF,coal_mine,capped,6,50
MOR,Morocco,AL_RIF,fishing_wharf,capped,7,50
MOR,Morocco,AL_RIF,wheat_farm,farm,,50
MOR,Morocco,AL_RIF,banana_plantation,plantation,,50
MOR,Morocco,AL_RIF,cotton_plantation,plantation,,50
MOR,Morocco,AL_RIF,sugar_plantation,plantation,,50
MOR,Morocco,AL_RIF,vineyard,plantation,,50
MOR,Morocco,FEZ,logging_camp,capped,4,70
MOR,Morocco,FEZ,wheat_farm,farm,,70
MOR,Morocco,FEZ,banana_plantation,plantation,,70
MOR,Morocco,FEZ,cotton_plantation,plantation,,70
MOR,Morocco,FEZ,sugar_plantation,plantation,,70
MOR,Morocco,INNER_MOROCCO,coal_mine,capped,6,50
MOR,Morocco,INNER_MOROCCO,fishing_wharf,capped,4,50
MOR,Morocco,INNER_MOROCCO,gold_mine,capped,3,50
MOR,Morocco,INNER_MOROCCO,lead_mine,capped,30,50
MOR,Morocco,MARRAKECH,iron_mine,capped,30,60
MOR,Morocco,MARRAKECH,sulfur_mine,capped,52,60
MOR,Morocco,MARRAKECH,wheat_farm,farm,,60
MOR,Morocco,MARRAKECH,banana_plantation,plantation,,60
MOR,Morocco,MARRAKECH,cotton_plantation,plantation,,60
MOR,Morocco,MARRAKECH,sugar_plantation,plantation,,60
MOR,Morocco,MARRAKECH,vineyard,plantation,,60
NEP,Nepal,HIMALAYAS,iron_mine,capped,8,111
NEP,Nepal,HIMALAYAS,lead_mine,capped,8,111
NEP,Nepal,HIMALAYAS,logging_camp,capped,10,111
NEP,Nepal,HIMALAYAS,livestock_ranch,farm,,111
NEP,Nepal,HIMALAYAS,rice_farm,farm,,111
NEP,Nepal,HIMALAYAS,opium_plantation,plantation,,111
NET,Netherlands,FRIESLAND,whaling_station,capped,5,30
NET,Netherlands,FRIESLAND,oil_rig,discoverable,60,30
NET,Netherlands,FRIESLAND,livestock_ranch,farm,,30
NET,Netherlands,FRIESLAND,rye_farm,farm,,30
NET,Netherlands,GELRE,coal_mine,capped,40,40
NET,Netherlands,GOLD_COAST,fishing_wharf,capped,5,80
NET,Netherlands,GOLD_COAST,logging_camp,capped,14,80
NET,Netherlands,GOLD_COAST,rubber_plantation,discoverable,22,80
NET,Netherlands,GOLD_COAST,livestock_ranch,farm,,80
NET,Netherlands,GOLD_COAST,millet_farm,farm,,80
NET,Netherlands,GOLD_COAST,banana_plantation,plantation,,80
NET,Netherlands,GOLD_COAST,coffee_plantation,plantation,,80
NET,Netherlands,GOLD_COAST,cotton_plantation,plantation,,80
NET,Netherlands,GOLD_COAST,dye_plantation,plantation,,80
NET,Netherlands,GOLD_COAST,sugar_plantation,plantation,,80
NET,Netherlands,GOLD_COAST,tobacco_plantation,plantation,,80
NET,Netherlands,GUAYANA,fishing_wharf,capped,6,30
NET,Netherlands,GUAYANA,logging_camp,capped,20,30
NET,Netherlands,GUAYANA,gold_field,discoverable,12,30
NET,Netherlands,GUAYANA,oil_rig,discoverable,20,30
NET,Netherlands,GUAYANA,rubber_plantation,discoverable,16,30
NET,Netherlands,GUAYANA,livestock_ranch,farm,,30
NET,Netherlands,GUAYANA,rice_farm,farm,,30
NET,Netherlands,GUAYANA,banana_plantation,plantation,,30
NET,Netherlands,GUAYANA,coffee_plantation,plantation,,30
NET,Netherlands,HOLLAND,logging_camp,capped,4,30
NET,Netherlands,WEST_INDIES,fishing_wharf,capped,8,30
NET,Netherlands,WEST_INDIES,oil_rig,discoverable,30,30
NET,Netherlands,WEST_INDIES,livestock_ranch,farm,,30
NET,Netherlands,WEST_INDIES,rice_farm,farm,,30
NET,Netherlands,WEST_INDIES,banana_plantation,plantation,,30
NET,Netherlands,WEST_INDIES,coffee_plantation,plantation,,30
NET,Netherlands,WEST_INDIES,sugar_plantation,plantation,,30
NET,Netherlands,WEST_INDIES,tobacco_plantation,plantation,,30
OMA,Oman,ABU_DHABI,fishing_wharf,capped,4,5
OMA,Oman,ABU_DHABI,oil_rig,discoverable,80,5
OMA,Oman,ABU_DHABI,livestock_ranch,farm,,5
OMA,Oman,ABU_DHABI,tobacco_plantation,plantation,,5
OMA,Oman,BALUCHISTAN,fishing_wharf,capped,5,63
OMA,Oman,BALUCHISTAN,iron_mine,capped,20,63
OMA,Oman,BALUCHISTAN,lead_mine,capped,10,63
OMA,Oman,BALUCHISTAN,logging_camp,capped,1,63
OMA,Oman,BALUCHISTAN,livestock_ranch,farm,,63
OMA,Oman,BALUCHISTAN,wheat_farm,farm,,63
OMA,Oman,BALUCHISTAN,dye_plantation,plantation,,63
OMA,Oman,BALUCHISTAN,opium_plantation,plantation,,63
OMA,Oman,BALUCHISTAN,tea_plantation,plantation,,63
OMA,Oman,KENYA,logging_camp,capped,6,80
OMA,Oman,KENYA,rubber_plantation,discoverable,16,80
OMA,Oman,KENYA,livestock_ranch,farm,,80
OMA,Oman,KENYA,millet_farm,farm,,80
OMA,Oman,KENYA,banana_plantation,plantation,,80
OMA,Oman,KENYA,coffee_plantation,plantation,,80
OMA,Oman,KENYA,cotton_plantation,plantation,,80
OMA,Oman,KENYA,dye_plantation,plantation,,80
OMA,Oman,KENYA,sugar_plantation,plantation,,80
OMA,Oman,KENYA,tea_plantation,plantation,,80
OMA,Oman,KENYA,tobacco_plantation,plantation,,80
OMA,Oman,KENYA,vineyard,plantation,,80
OMA,Oman,LARISTAN,iron_mine,capped,11,30
OMA,Oman,LARISTAN,logging_camp,capped,1,30
OMA,Oman,LARISTAN,oil_rig,discoverable,40,30
OMA,Oman,LARISTAN,livestock_ranch,farm,,30
OMA,Oman,LARISTAN,wheat_farm,farm,,30
OMA,Oman,LARISTAN,cotton_plantation,plantation,,30
OMA,Oman,LARISTAN,dye_plantation,plantation,,30
OMA,Oman,LARISTAN,opium_plantation,plantation,,30
OMA,Oman,LARISTAN,silk_plantation,plantation,,30
OMA,Oman,LARISTAN,tobacco_plantation,plantation,,30
OMA,Oman,LARISTAN,vineyard,plantation,,30
OMA,Oman,OMAN,oil_rig,discoverable,30,10
OMA,Oman,OMAN,livestock_ranch,farm,,10
OMA,Oman,OMAN,coffee_plantation,plantation,,10
OMA,Oman,OMAN,tobacco_plantation,plantation,,10
OMA,Oman,SISTAN,coal_mine,capped,12,30
OMA,Oman,SISTAN,fishing_wharf,capped,4,30
OMA,Oman,SISTAN,iron_mine,capped,14,30
OMA,Oman,SISTAN,logging_camp,capped,3,30
OMA,Oman,SISTAN,livestock_ranch,farm,,30
OMA,Oman,SISTAN,wheat_farm,farm,,30
OMA,Oman,SISTAN,cotton_plantation,plantation,,30
OMA,Oman,SISTAN,dye_plantation,plantation,,30
OMA,Oman,SISTAN,opium_plantation,plantation,,30
OMA,Oman,SISTAN,tobacco_plantation,plantation,,30
OMA,Oman,ZANZIBAR,rubber_plantation,discoverable,16,70
OMA,Oman,ZANZIBAR,livestock_ranch,farm,,70
OMA,Oman,ZANZIBAR,millet_farm,farm,,70
OMA,Oman,ZANZIBAR,banana_plantation,plantation,,70
OMA,Oman,ZANZIBAR,dye_plantation,plantation,,70
OMA,Oman,ZANZIBAR,sugar_plantation,plantation,,70
OMA,Oman,ZANZIBAR,tea_plantation,plantation,,70
OMA,Oman,ZANZIBAR,tobacco_plantation,plantation,,70
TUR,Ottomans,ADANA,coal_mine,capped,44,15
TUR,Ottomans,ADANA,fishing_wharf,capped,12,15
TUR,Ottomans,ADANA,logging_camp,capped,4,15
TUR,Ottomans,ADANA,livestock_ranch,farm,,15
TUR,Ottomans,ADANA,wheat_farm,farm,,15
TUR,Ottomans,ADANA,cotton_plantation,plantation,,15
TUR,Ottomans,ADANA,tea_plantation,plantation,,15
TUR,Ottomans,ADANA,tobacco_plantation,plantation,,15
TUR,Ottomans,ADANA,vineyard,plantation,,15
TUR,Ottomans,ALBANIA,iron_mine,capped,24,50
TUR,Ottomans,ALBANIA,oil_rig,discoverable,20,50
TUR,Ottomans,ALBANIA,livestock_ranch,farm,,50
TUR,Ottomans,ALBANIA,wheat_farm,farm,,50
TUR,Ottomans,ALBANIA,cotton_plantation,plantation,,50
TUR,Ottomans,ALBANIA,tobacco_plantation,plantation,,50
TUR,Ottomans,ALBANIA,vineyard,plantation,,50
TUR,Ottomans,ANKARA,logging_camp,capped,9,65
TUR,Ottomans,ANKARA,cotton_plantation,plantation,,65
TUR,Ottomans,ANKARA,opium_plantation,plantation,,65
TUR,Ottomans,ANKARA,vineyard,plantation,,65
TUR,Ottomans,AYDIN,coal_mine,capped,48,35
TUR,Ottomans,AYDIN,logging_camp,capped,5,35
TUR,Ottomans,AYDIN,livestock_ranch,farm,,35
TUR,Ottomans,AYDIN,vineyard,plantation,,35
TUR,Ottomans,BAGHDAD,oil_rig,discoverable,40,40
TUR,Ottomans,BAGHDAD,livestock_ranch,farm,,40
TUR,Ottomans,BAGHDAD,silk_plantation,plantation,,40
TUR,Ottomans,BASRA,sulfur_mine,capped,32,30
TUR,Ottomans,BASRA,oil_rig,discoverable,60,30
TUR,Ottomans,BASRA,livestock_ranch,farm,,30
TUR,Ottomans,BASRA,silk_plantation,plantation,,30
TUR,Ottomans,BOSNIA,lead_mine,capped,39,40
TUR,Ottomans,BOSNIA,wheat_farm,farm,,40
TUR,Ottomans,BOSNIA,cotton_plantation,plantation,,40
TUR,Ottomans,BOSNIA,tobacco_plantation,plantation,,40
TUR,Ottomans,BOSNIA,vineyard,plantation,,40
TUR,Ottomans,BULGARIA,fishing_wharf,capped,2,35
TUR,Ottomans,BULGARIA,cotton_plantation,plantation,,35
TUR,Ottomans,CYPRUS,fishing_wharf,capped,5,9
TUR,Ottomans,CYPRUS,iron_mine,capped,5,9
TUR,Ottomans,CYPRUS,logging_camp,capped,2,9
TUR,Ottomans,CYPRUS,sulfur_mine,capped,5,9
TUR,Ottomans,CYPRUS,livestock_ranch,farm,,9
TUR,Ottomans,CYPRUS,banana_plantation,plantation,,9
TUR,Ottomans,CYPRUS,cotton_plantation,plantation,,9
TUR,Ottomans,CYPRUS,vineyard,plantation,,9
TUR,Ottomans,DEIR_EZ_ZOR,millet_farm,farm,,20
TUR,Ottomans,DEIR_EZ_ZOR,tobacco_plantation,plantation,,20
TUR,Ottomans,DIYARBAKIR,coal_mine,capped,32,40
TUR,Ottomans,DIYARBAKIR,wheat_farm,farm,,40
TUR,Ottomans,DIYARBAKIR,cotton_plantation,plantation,,40
TUR,Ottomans,DIYARBAKIR,vineyard,plantation,,40
TUR,Ottomans,DOBRUDJA,livestock_ranch,farm,,10
TUR,Ottomans,DOBRUDJA,cotton_plantation,plantation,,10
TUR,Ottomans,DOBRUDJA,tobacco_plantation,plantation,,10
TUR,Ottomans,DOBRUDJA,vineyard,plantation,,10
TUR,Ottomans,EASTERN_SERBIA,coal_mine,capped,30,45
TUR,Ottomans,EASTERN_SERBIA,lead_mine,capped,12,45
TUR,Ottomans,EASTERN_SERBIA,logging_camp,capped,10,45
TUR,Ottomans,EASTERN_SERBIA,vineyard,plantation,,45
TUR,Ottomans,EASTERN_THRACE,iron_mine,capped,18,30
TUR,Ottomans,EASTERN_THRACE,logging_camp,capped,4,30
TUR,Ottomans,EASTERN_THRACE,livestock_ranch,farm,,30
TUR,Ottomans,EASTERN_THRACE,cotton_plantation,plantation,,30
TUR,Ottomans,EASTERN_THRACE,opium_plantation,plantation,,30
TUR,Ottomans,EASTERN_THRACE,vineyard,plantation,,30
TUR,Ottomans,EAST_AEGEAN_ISLANDS,livestock_ranch,farm,,5
TUR,Ottomans,EAST_AEGEAN_ISLANDS,wheat_farm,farm,,5
TUR,Ottomans,EAST_AEGEAN_ISLANDS,cotton_plantation,plantation,,5
TUR,Ottomans,EAST_AEGEAN_ISLANDS,tobacco_plantation,plantation,,5
TUR,Ottomans,EAST_AEGEAN_ISLANDS,vineyard,plantation,,5
TUR,Ottomans,ERZURUM,iron_mine,capped,30,40
TUR,Ottomans,ERZURUM,lead_mine,capped,36,40
TUR,Ottomans,ERZURUM,wheat_farm,farm,,40
TUR,Ottomans,ERZURUM,cotton_plantation,plantation,,40
TUR,Ottomans,ERZURUM,tobacco_plantation,plantation,,40
TUR,Ottomans,HUDAVENDIGAR,livestock_ranch,farm,,40
TUR,Ottomans,HUDAVENDIGAR,cotton_plantation,plantation,,40
TUR,Ottomans,HUDAVENDIGAR,silk_plantation,plantation,,40
TUR,Ottomans,HUDAVENDIGAR,tobacco_plantation,plantation,,40
TUR,Ottomans,HUDAVENDIGAR,vineyard,plantation,,40
TUR,Ottomans,KARS,fishing_wharf,capped,5,10
TUR,Ottomans,KARS,logging_camp,capped,9,10
TUR,Ottomans,KARS,cotton_plantation,plantation,,10
TUR,Ottomans,KARS,tobacco_plantation,plantation,,10
TUR,Ottomans,KASTAMONU,coal_mine,capped,72,35
TUR,Ottomans,KASTAMONU,logging_camp,capped,11,35
TUR,Ottomans,KASTAMONU,livestock_ranch,farm,,35
TUR,Ottomans,KASTAMONU,wheat_farm,farm,,35
TUR,Ottomans,KASTAMONU,cotton_plantation,plantation,,35
TUR,Ottomans,KASTAMONU,opium_plantation,plantation,,35
TUR,Ottomans,KASTAMONU,tobacco_plantation,plantation,,35
TUR,Ottomans,KASTAMONU,vineyard,plantation,,35
TUR,Ottomans,KONYA,fishing_wharf,capped,6,40
TUR,Ottomans,KONYA,logging_camp,capped,4,40
TUR,Ottomans,KONYA,wheat_farm,farm,,40
TUR,Ottomans,KONYA,opium_plantation,plantation,,40
TUR,Ottomans,KONYA,vineyard,plantation,,40
TUR,Ottomans,KOSOVO,coal_mine,capped,10,45
TUR,Ottomans,KOSOVO,lead_mine,capped,24,45
TUR,Ottomans,KOSOVO,logging_camp,capped,4,45
TUR,Ottomans,KOSOVO,livestock_ranch,farm,,45
TUR,Ottomans,KOSOVO,wheat_farm,farm,,45
TUR,Ottomans,KOSOVO,vineyard,plantation,,45
TUR,Ottomans,MACEDONIA,logging_camp,capped,9,20
TUR,Ottomans,MACEDONIA,livestock_ranch,farm,,20
TUR,Ottomans,MACEDONIA,tobacco_plantation,plantation,,20
TUR,Ottomans,MACEDONIA,vineyard,plantation,,20
TUR,Ottomans,MONTENEGRO,coal_mine,capped,50,38
TUR,Ottomans,MONTENEGRO,fishing_wharf,capped,15,38
TUR,Ottomans,MONTENEGRO,logging_camp,capped,15,38
TUR,Ottomans,MONTENEGRO,wheat_farm,farm,,38
TUR,Ottomans,MONTENEGRO,vineyard,plantation,,38
TUR,Ottomans,MOSUL,sulfur_mine,capped,36,30
TUR,Ottomans,MOSUL,oil_rig,discoverable,40,30
TUR,Ottomans,MOSUL,livestock_ranch,farm,,30
TUR,Ottomans,MOSUL,cotton_plantation,plantation,,30
TUR,Ottomans,MOSUL,tobacco_plantation,plantation,,30
TUR,Ottomans,NORTHERN_THRACE,fishing_wharf,capped,6,30
TUR,Ottomans,NORTHERN_THRACE,iron_mine,capped,33,30
TUR,Ottomans,NORTHERN_THRACE,livestock_ranch,farm,,30
TUR,Ottomans,NORTHERN_THRACE,cotton_plantation,plantation,,30
TUR,Ottomans,SKOPIA,logging_camp,capped,16,30
TUR,Ottomans,SKOPIA,livestock_ranch,farm,,30
TUR,Ottomans,SKOPIA,cotton_plantation,plantation,,30
TUR,Ottomans,SKOPIA,vineyard,plantation,,30
TUR,Ottomans,THESSALIA,logging_camp,capped,11,50
TUR,Ottomans,THESSALIA,livestock_ranch,farm,,50
TUR,Ottomans,THESSALIA,tobacco_plantation,plantation,,50
TUR,Ottomans,THESSALIA,vineyard,plantation,,50
TUR,Ottomans,TRABZON,iron_mine,capped,21,40
TUR,Ottomans,TRABZON,wheat_farm,farm,,40
TUR,Ottomans,TRABZON,cotton_plantation,plantation,,40
TUR,Ottomans,TRABZON,tobacco_plantation,plantation,,40
TUR,Ottomans,TRABZON,vineyard,plantation,,40
TUR,Ottomans,WESTERN_SERBIA,iron_mine,capped,24,35
TUR,Ottomans,WESTERN_SERBIA,logging_camp,capped,13,35
TUR,Ottomans,WESTERN_SERBIA,livestock_ranch,farm,,35
TUR,Ottomans,WESTERN_SERBIA,wheat_farm,farm,,35
TUR,Ottomans,WESTERN_SERBIA,vineyard,plantation,,35
TUR,Ottomans,WESTERN_THRACE,iron_mine,capped,27,20
TUR,Ottomans,WESTERN_THRACE,logging_camp,capped,5,20
TUR,Ottomans,WESTERN_THRACE,livestock_ranch,farm,,20
TUR,Ottomans,WESTERN_THRACE,cotton_plantation,plantation,,20
TUR,Ottomans,WESTERN_THRACE,silk_plantation,plantation,,20
TUR,Ottomans,WESTERN_THRACE,vineyard,plantation,,20
PER,Persia,FARS,iron_mine,capped,5,70
PER,Persia,FARS,logging_camp,capped,6,70
PER,Persia,FARS,sulfur_mine,capped,28,70
PER,Persia,FARS,oil_rig,discoverable,60,70
PER,Persia,FARS,livestock_ranch,farm,,70
PER,Persia,FARS,cotton_plantation,plantation,,70
PER,Persia,FARS,dye_plantation,plantation,,70
PER,Persia,FARS,silk_plantation,plantation,,70
PER,Persia,FARS,tobacco_plantation,plantation,,70
PER,Persia,FARS,vineyard,plantation,,70
PER,Persia,IRAKAJEMI,coal_mine,capped,28,50
PER,Persia,IRAKAJEMI,iron_mine,capped,7,50
PER,Persia,IRAKAJEMI,lead_mine,capped,10,50
PER,Persia,IRAKAJEMI,logging_camp,capped,6,50
PER,Persia,IRAKAJEMI,cotton_plantation,plantation,,50
PER,Persia,IRAKAJEMI,dye_plantation,plantation,,50
PER,Persia,IRAKAJEMI,opium_plantation,plantation,,50
PER,Persia,IRAKAJEMI,silk_plantation,plantation,,50
PER,Persia,IRAKAJEMI,tobacco_plantation,plantation,,50
PER,Persia,IRAKAJEMI,vineyard,plantation,,50
PER,Persia,ISFAHAN,coal_mine,capped,22,90
PER,Persia,ISFAHAN,iron_mine,capped,51,90
PER,Persia,ISFAHAN,lead_mine,capped,28,90
PER,Persia,ISFAHAN,logging_camp,capped,4,90
PER,Persia,ISFAHAN,livestock_ranch,farm,,90
PER,Persia,ISFAHAN,cotton_plantation,plantation,,90
